"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"November 24, 2017",Texas,Bulverde,N/A,1,0,N/A
"November 24, 2017","North Carolina",Apex,"2000 Block of Walden Glade Run",1,0,N/A
"November 24, 2017",Illinois,Delavan,"22000 Armington Rd",1,0,N/A
"November 23, 2017",Kentucky,Irvington,"JE Haynes Road",1,0,N/A
"November 22, 2017","New York",Sherman,"2998 Armenian Rd",1,0,N/A
"November 21, 2017",Louisiana,Moreauville,"10363 Bayou des Glaises St",1,0,N/A
"November 20, 2017","West Virginia","New Martinsville",N/A,1,0,N/A
"November 19, 2017",Indiana,Elizabeth,N/A,1,0,N/A
"November 19, 2017",Ohio,Republic,"8782 E TR 8",1,0,N/A
"November 18, 2017",Ohio,"West Chester","8600 block of Meadowview Dr",1,0,N/A
"November 17, 2017",Oregon,Roseburg,"300 block of Temple Brown Rd",1,0,N/A
"November 16, 2017",Colorado,Saguache,"CO 788",1,0,N/A
"November 13, 2017",Alabama,Adger,"Valley Ford Rd and Buford Rd",1,0,N/A
"November 13, 2017","North Carolina",Lillington,"2091 N.C. Highway 27",1,0,N/A
"November 12, 2017",Tennessee,Dresden,"Evergreen Street",1,0,N/A
"November 11, 2017",Minnesota,Aurora,"5800 block of Stepetz Road 53",1,0,N/A
"November 10, 2017",Tennessee,Memphis,"3527 S Mendenhall Rd",1,0,N/A
"November 9, 2017",Tennessee,Nashville,"2000 block of South Lyle Lane",1,0,N/A
"November 9, 2017",Pennsylvania,Philadelphia,"200 block of W Godfrey",1,0,N/A
"November 8, 2017",Texas,Kountze,"2600 block of FM 418",1,0,N/A
"November 5, 2017",Louisiana,"Allen (county)",N/A,1,0,N/A
"November 4, 2017","New Hampshire","Exeter (Brentwood)","Pine Rd",1,0,N/A
"November 2, 2017",Nevada,Henderson,"900 block of Seven Hills Dr",1,0,N/A
"November 2, 2017",Connecticut,Wethersfield,"26-28 Alison Ln",1,0,N/A
"November 2, 2017",Virginia,Williamsburg,"1700 block of Skiffes Creek Circle",1,0,N/A
"November 2, 2017",Louisiana,Arnaudville,"1000 block of Kennedy Drive",1,0,N/A
"November 2, 2017",Louisiana,Plaquemine,"Marshall St and Bubba St",1,0,N/A
"October 31, 2017",Mississippi,Columbus,"Poplar St",1,0,N/A
"October 31, 2017",Georgia,Atlanta,"300 Block of Fairburn Rd",1,0,N/A
"October 30, 2017",Maryland,"Glenn Dale","10400 Good Luck Rd",1,0,N/A
"October 29, 2017",Oklahoma,Lawton,"2100 block of NW Lincoln",1,0,N/A
"October 29, 2017",Illinois,Chicago,"6600 S Marquette Rd",1,0,N/A
"October 29, 2017",Indiana,Indianapolis,"8000 Wildwood Farms Dr",1,0,N/A
"October 29, 2017","New York","New York (Manhattan)","111 Wadsworth Ave",1,1,N/A
"October 28, 2017",Illinois,Chicago,"4800 W Hutchinson St",1,0,N/A
"October 28, 2017",Texas,"Fort Worth","5400 block of Wilson Rd",1,0,N/A
"October 28, 2017",Maine,Hebron,"490 Greenwood Mountain Rd",1,0,N/A
"October 26, 2017",Georgia,"Forest Park","Boca Grande Boulevard",1,0,N/A
"October 26, 2017",Arkansas,Altheimer,"700 block of Short Front St",1,0,N/A
"October 23, 2017","New York",Greig,"7899 Woodcook Dr",1,0,N/A
"October 23, 2017",Alabama,"Cullman (county)",N/A,1,0,N/A
"October 21, 2017",Pennsylvania,Bangor,"10124A Upper Little Creek Rd",1,0,N/A
"October 21, 2017",Oklahoma,Tulsa,"2600 block of 28th St",1,0,N/A
"October 20, 2017",Oregon,Sherwood,"19200 block of SW Cipole Rd",1,0,N/A
"October 20, 2017",Kentucky,Georgetown,"200 Block of North Court Street",1,0,N/A
"October 19, 2017",Kentucky,Nicholasville,N/A,1,0,N/A
"October 19, 2017",Kentucky,Covington,"E 6th St",1,0,N/A
"October 18, 2017",Indiana,Muncie,"420 E McGalliard Rd",1,0,N/A
"October 17, 2017","South Carolina",Warrenville,"Beckham Rd",1,0,N/A
"October 14, 2017",Washington,Kelso,"1500 block of Carroll Rd",1,0,N/A
"October 11, 2017",Oklahoma,"Oklahoma City","1505 Kinkaid Dr",1,0,N/A
"October 11, 2017",Kentucky,Somerset,KY-1003,1,0,N/A
"October 9, 2017","South Carolina","West Columbia","200 block of Hunters Mill Dr",1,0,N/A
"October 9, 2017",Tennessee,Clarksville,"160 State Line Rd",1,0,N/A
"October 9, 2017",Michigan,Detroit,"Goodwin St and Caniff St",1,0,N/A
"October 8, 2017","North Carolina","Elizabeth City","S Desert Rd",1,0,N/A
"October 7, 2017",Missouri,"Saint Louis (University City)","6600 block of Bartmer Ave",1,0,N/A
"October 7, 2017",Kentucky,Hopkinsville,"Beaumont Ct",1,0,N/A
"October 7, 2017",Tennessee,Nashville,"N 7th St",1,0,N/A
"October 7, 2017",Utah,Santaquin,N/A,1,0,N/A
"October 6, 2017",Arkansas,Helena,"300 block of Dinan St",1,0,N/A
"October 6, 2017",Oklahoma,Wynnewood,"25803 N CR 3250",1,0,N/A
"October 5, 2017",Nebraska,Omaha,"183rd St and Emiline St",1,0,N/A
"October 3, 2017",Texas,Dallas,"Whitehurst Dr and Skillman St",1,0,N/A
"October 3, 2017",Pennsylvania,Berwick,"W 2nd St",1,0,N/A
"October 3, 2017",Florida,Orlando,"222 Neighborhood Market Rd",1,0,N/A
"October 2, 2017",Mississippi,Falkner,N/A,1,0,N/A
"October 1, 2017",Georgia,Augusta,"2300 Block of Barton Chapel Rd",1,0,N/A
"October 1, 2017",Indiana,Indianapolis,"1800 block of N Routiers Ave",1,0,N/A
"October 1, 2017","South Carolina",Bowman,N/A,1,0,N/A
"September 30, 2017",Florida,"Port Charlotte","Dorchester St",1,0,N/A
"September 30, 2017",Mississippi,"Horn Lake","Longwood Cove",1,1,N/A
"September 30, 2017",Texas,"Cleveland (Plum Grove)","CR 3560",1,0,N/A
"September 30, 2017",Georgia,Augusta,"2400 Block of Amsterdam Dr",1,0,N/A
"September 28, 2017",Texas,Tornillo,"19000 block of Highland",1,0,N/A
"September 28, 2017",Ohio,"Cleveland (Parma)","6600 block of Brownfield Dr",1,0,N/A
"September 26, 2017",Texas,Garland,"3700 block of Burning Tree Ln",1,0,N/A
"September 24, 2017","New York",Yonkers,"201 Warburton Ave",1,0,N/A
"September 23, 2017",Missouri,"Saint Louis","5400 block of Arlington Ave",1,0,N/A
"September 23, 2017",Missouri,Salem,"CR 621",1,0,N/A
"September 22, 2017",Kansas,Lawrence,"606 N Michigan St",1,0,N/A
"September 22, 2017",Kentucky,Franklin,"303 Pepper St",1,0,N/A
"September 21, 2017",Colorado,"Grand Junction","2100 block of N 17th Cir",1,0,N/A
"September 19, 2017",Texas,Manvel,"5000 block of CR 48",1,0,N/A
"September 17, 2017",Ohio,Fremont,"300 block of Jackson St",1,0,N/A
"September 15, 2017","South Carolina",Hartsville,"Folly Rd",1,0,N/A
"September 14, 2017",Florida,Jacksonville,"4600 block of Ricker Road",1,0,N/A
"September 14, 2017",Missouri,Pineville,"Good Life Cir and Brush Creek Rd",1,0,N/A
"September 14, 2017",Florida,Tampa,N/A,1,0,N/A
"September 13, 2017","South Carolina",Starr,"Gentry Rd",1,0,N/A
"September 13, 2017",Oklahoma,Tulsa,"W 4th St and S 33rd W Ave",1,0,N/A
"September 12, 2017",California,Oakland,"7100 block of International Blvd",1,0,N/A
"September 11, 2017",Tennessee,Clarksville,"1768 Madison Street",1,0,N/A
"September 10, 2017",Ohio,Madison,"3800 block of Wade Rd",1,0,N/A
"September 9, 2017",Mississippi,"De Kalb","Bealman Road",1,0,N/A
"September 8, 2017",Alaska,Manokotak,N/A,1,0,N/A
"September 6, 2017","South Carolina",Columbia,"2400 block of Truax Ln",2,0,N/A
"September 3, 2017",Mississippi,"Horn Lake","Carroll Cove West",1,0,N/A
"September 2, 2017",Indiana,Hammond,"7200 block of Osborn Ave",2,0,N/A
"September 2, 2017",Texas,"Haltom City","3500 block of Parker Rd E",1,0,N/A
"September 2, 2017",Tennessee,Springfield,"10th Ave",1,0,N/A
"August 31, 2017",Nevada,"Las Vegas","6800 block of Fallona Ave",1,0,N/A
"August 30, 2017",Mississippi,Cleveland,"1700 block of South Chrisman Avenue",1,0,N/A
"August 28, 2017",Maine,Scarborough,"17 Milliken St",1,0,N/A
"August 28, 2017",Florida,"Pinellas Park","6500 87th Ave N",1,0,N/A
"August 28, 2017",Texas,Scurry,"9500 block of Timber Trail",1,0,N/A
"August 27, 2017",Georgia,Marietta,"790 Wilson Circle",1,0,N/A
"August 24, 2017",Pennsylvania,"East Stroudsburg","126 E Barnum St",1,0,N/A
"August 23, 2017",Colorado,"Colorado Springs (Fort Carson)","6001 Wetzel Ave",1,0,N/A
"August 22, 2017",Louisiana,"Baton Rouge","10900 block of Florida Blvd",1,0,N/A
"August 21, 2017","New York",Syracuse,"107 Hartson St",1,0,N/A
"August 20, 2017",Missouri,"Saint Joseph","2600 Mary St",1,0,N/A
"August 20, 2017",Tennessee,Memphis,"1000 block of Parkland Road",1,0,N/A
"August 19, 2017",Tennessee,Memphis,"1400 block of Hickory Way",1,0,N/A
"August 19, 2017",Tennessee,Clarksville,"1219 Shorehaven Dr",2,0,N/A
"August 17, 2017","North Carolina","Winston Salem (Winston-salem)","4365 Wakeman Dr",1,0,N/A
"August 16, 2017",Alaska,Togiak,N/A,1,0,N/A
"August 15, 2017",Arizona,"Queen Creek",N/A,1,0,N/A
"August 15, 2017",Washington,Spokane,"N Washington St and Spokane Falls Blvd",1,0,N/A
"August 14, 2017",Kentucky,Covington,"1840 Holman Ave",1,0,N/A
"August 14, 2017",Alabama,Birmingham,"4100 Messer Airport Hwy",1,0,N/A
"August 13, 2017",Indiana,Monticello,"8148 NW Shafer Dr",1,0,N/A
"August 12, 2017",Missouri,Festus,"1900 block of Iditarod Trail",1,0,N/A
"August 9, 2017",Oklahoma,Tulsa,"5000 block of S Hudson",1,0,N/A
"August 9, 2017",Pennsylvania,"West Mifflin","108 Dover Ln",1,0,N/A
"August 8, 2017",Wisconsin,Loganville,"Highway 23",1,0,N/A
"August 7, 2017",Texas,"Wichita Falls","1509 Trigg Ln",1,0,N/A
"August 6, 2017",Missouri,"Kansas City","9600 block of Lydia Avenue",1,0,N/A
"August 5, 2017",Indiana,"Crown Point","7700 block of East 120th Avenue",1,0,N/A
"August 4, 2017",Tennessee,Nashville,"100 block of Donald St",1,0,N/A
"August 4, 2017",Texas,"San Antonio","6200 block of Big Valley Dr",1,0,N/A
"August 4, 2017",Mississippi,Gulfport,"3600 block of Sabine Street",1,0,N/A
"August 2, 2017","New York","Glen Cove","Williams St",1,0,N/A
"August 1, 2017",Nevada,"Las Vegas","9500 block of Chandler Springs Ave",1,0,N/A
"August 1, 2017",Montana,Helena,"246 Hope Road",1,0,N/A
"July 31, 2017",Illinois,Springfield,"6300 block of Cherylwood Dr",1,0,N/A
"July 31, 2017",Kentucky,Louisville,"6509 Huff Lane",1,0,N/A
"July 31, 2017","South Carolina",Lancaster,"509 E Dunlap St",1,0,N/A
"July 30, 2017",Texas,Bacliff,"4700 block of 6th St",1,0,N/A
"July 30, 2017",Florida,Sarasota,"2000 block of Arlington St",1,0,N/A
"July 30, 2017",Florida,Tampa,"1020 E Hannah Ave",1,0,N/A
"July 30, 2017",Maine,Baldwin,"Burnell Rd",1,0,N/A
"July 29, 2017",Florida,"Saint Augustine","4600 block of FL 16",1,0,N/A
"July 29, 2017","South Dakota","Sioux Falls","4404 S Louise Ave",1,0,N/A
"July 29, 2017","South Carolina",Columbia,"8720 Windsor Lake Blvd",1,0,N/A
"July 29, 2017",Missouri,Miller,N/A,1,0,N/A
"July 26, 2017",Wisconsin,Waupaca,"E410 Rieben Rd",1,0,N/A
"July 26, 2017",California,Oakland,"2300 block of Fruitvale Ave",1,0,N/A
"July 24, 2017",Ohio,Newark,"N 21st and Log Pond",1,1,N/A
"July 24, 2017",Ohio,Cincinnati,"900 block of McPherson Ave",1,0,N/A
"July 23, 2017",Missouri,"Saint Louis","1400 block of Kealty Ln",1,0,N/A
"July 23, 2017",Ohio,Miamisburg,"155 Prestige Pl",1,0,N/A
"July 22, 2017",Pennsylvania,Pittsburgh,"5100 block of Lougean Ave",1,0,N/A
"July 22, 2017",Maryland,Jessup,"8900 Block of Good Harvest Rd",1,0,N/A
"July 22, 2017",Tennessee,Memphis,"1541 Northside Dr",1,0,N/A
"July 22, 2017","South Carolina",Columbia,"8720 Windsor Lake Blvd",1,0,N/A
"July 21, 2017",Mississippi,Starkville,"100 block of Maxwell St",1,0,N/A
"July 20, 2017",Texas,"Humble (Atascocita)","19900 block of River Brook Dr",1,0,N/A
"July 19, 2017",Texas,"San Angelo","1800 block of Edmund Blvd",1,0,N/A
"July 19, 2017",Georgia,Athens,"Hollow Ridge Drive",1,0,N/A
"July 18, 2017",Arizona,Mesa,"600 block of E Kino Dr",1,0,N/A
"July 17, 2017",Idaho,Troy,"Nora Creek Rd",1,0,N/A
"July 14, 2017",Louisiana,"New Orleans","6200 block of Cameron St",1,0,N/A
"July 14, 2017",Louisiana,"Westwego (Bridge City)","9200 block of E Claiborne Pkwy",1,0,N/A
"July 14, 2017",Illinois,"Chicago (Englewood)","6100 block of S Winchester Ave",1,0,N/A
"July 13, 2017",Illinois,Chicago,"6100 block of S Winchester",1,0,N/A
"July 13, 2017",Mississippi,Columbus,"Florence St",1,0,N/A
"July 12, 2017",Wisconsin,Racine,"1800 block of Howe St",1,0,N/A
"July 12, 2017","New York",Gowanda,"Bagdad Rd",1,0,N/A
"July 8, 2017",Tennessee,Greeneville,"573 Warrensburg Road",1,0,N/A
"July 8, 2017",Illinois,"Des Plaines","9900 block of Linda Ln",1,0,N/A
"July 6, 2017","West Virginia",Princeton,"Low Gap Rd",1,0,N/A
"July 6, 2017",Louisiana,Harvey,"2400 block of Alex Kornman Blvd",1,0,N/A
"July 5, 2017",Florida,"Palm Beach (county)","US 27",1,0,N/A
"July 5, 2017",Washington,"Federal Way","2400 block of South Star Lake Rd",1,0,N/A
"July 5, 2017",Florida,"Merritt Island","1000 block of Loring St",1,0,N/A
"July 4, 2017",Texas,"San Antonio","3134 Mission Gate",1,0,N/A
"July 4, 2017",Mississippi,Louisville,"4000 block of Highpoint Weir Road",1,0,N/A
"July 4, 2017",Florida,Wildwood,"935 CR 229",1,0,N/A
"July 4, 2017",Georgia,Atlanta,"2591 Etheridge Dr NW",1,0,N/A
"July 1, 2017",Indiana,Hammond,"7300 block of Harrison Avenue",1,0,N/A
"July 1, 2017",Mississippi,Jackson,"3720 Cromwell Street",1,0,N/A
"July 1, 2017",Oregon,"Blue River",NF-15,1,0,N/A
"July 1, 2017",Georgia,Cordele,"Culpepper Rd",1,0,N/A
"July 1, 2017",Colorado,Sedalia,"Elk Canyon Ct and Elk Canyon Cir",1,0,N/A
"June 30, 2017",Georgia,"Jenkins (county)",N/A,1,0,N/A
"June 29, 2017",Arizona,Phoenix,"4302 W Indian School Rd",1,0,N/A
"June 29, 2017",Mississippi,Pascagoula,"2214 Catalpa Ave",1,0,N/A
"June 26, 2017",Indiana,Indianapolis,"7100 block of Warrior Trail",1,0,N/A
"June 26, 2017",Alabama,Montgomery,"1714 Coral Ln",1,1,N/A
"June 26, 2017",Minnesota,Halstad,"549 US Highway 75",1,0,N/A
"June 25, 2017",Arkansas,"El Dorado",N/A,1,0,N/A
"June 24, 2017","South Carolina",Greenville,"1509 Grove Rd",1,0,N/A
"June 24, 2017",Pennsylvania,"Red Lion","2500 block of Myers School Rd",1,0,N/A
"June 24, 2017",Missouri,"Saint Louis","10000 block of Toelle Ln",1,0,N/A
"June 24, 2017",Tennessee,Nashville,"Hurst Dr",1,1,N/A
"June 22, 2017",Florida,Bradenton,"300 block of 12th Ave W",1,0,N/A
"June 21, 2017",Tennessee,Memphis,"4800 block of Rickard Rd",1,0,N/A
"June 20, 2017",Michigan,Clinton,"24204 Lotus Drive",1,0,N/A
"June 20, 2017",Arkansas,Danville,"Belleville Ridge Road",1,0,N/A
"June 19, 2017",Ohio,Barberton,"Pasadena Pl",1,0,N/A
"June 19, 2017",Georgia,Macon,"152 Bradstone Circle",1,0,N/A
"June 18, 2017",Pennsylvania,Saylorsburg,"500 block of Ash Lane",1,0,N/A
"June 17, 2017",Oklahoma,Tulsa,"5400 block of North Hartford",1,2,N/A
"June 16, 2017",Texas,"San Antonio","300 block of Langton",1,0,N/A
"June 16, 2017",Georgia,Dallas,"Double Branches Lane",1,0,N/A
"June 16, 2017","South Carolina",Spartanburg,"Whitener Avenue",1,0,N/A
"June 14, 2017",Oklahoma,Tulsa,"1000 Block of E 51st Pl N",1,0,N/A
"June 14, 2017",Florida,"Palm Bay","Willard Rd",1,0,N/A
"June 12, 2017",Texas,Dayton,"CR 2342",1,0,N/A
"June 11, 2017",Alabama,Montgomery,"3300 block of Fountain Lane",1,0,N/A
"June 11, 2017",Georgia,Columbus,"Warm Springs Rd",1,0,N/A
"June 11, 2017",Pennsylvania,Washington,"2151 N Main St",1,0,N/A
"June 10, 2017",Indiana,Hobart,"100 block of East 10th Avenue",1,0,N/A
"June 10, 2017","South Dakota","Tripp (county)",N/A,1,0,N/A
"June 10, 2017",California,Pacifica,"700 block of Big Bend Drive",1,0,N/A
"June 8, 2017",California,Antioch,"4300 Block of Palomar Dr",1,0,N/A
"June 8, 2017",Louisiana,"Farmerville (Rocky Branch)",N/A,1,0,N/A
"June 8, 2017",Florida,"Cape Coral","4717 SW 13th Ave",1,1,N/A
"June 8, 2017",Mississippi,Monticello,"88 Mt Olive Rd",1,0,N/A
"June 7, 2017",Virginia,Chesterfield,"Welch Dr and Old Creek Rd",1,0,N/A
"June 7, 2017",Arkansas,Conway,"1952 Bruce Street",1,0,N/A
"June 7, 2017",Florida,"Fort Lauderdale (Lauderhill)","4100 block of NW 21st St",1,0,N/A
"June 6, 2017",Tennessee,Nashville,"766 Lewis Street",1,0,N/A
"June 5, 2017",Illinois,Joliet,"300 block of North Broadway St",1,0,N/A
"June 4, 2017",Missouri,"Saint Louis","200 block of Bates St",1,0,N/A
"June 4, 2017","South Carolina",Anderson,N/A,1,0,N/A
"June 3, 2017",Louisiana,Opelousas,"600 Block of East St",1,0,N/A
"June 3, 2017",Pennsylvania,Chester,"2902 Bethel Road",1,0,N/A
"June 2, 2017",Colorado,Lafayette,"200 W Baseline Road",1,0,N/A
"June 1, 2017",Missouri,"Saint Louis","2500 block of Hodiamont Ave",1,0,N/A
"June 1, 2017",Missouri,"Saint Louis","1500 block of Cochran Pl",1,0,N/A
"June 1, 2017",Texas,Houston,"13800 block of Northlake Dr",1,0,N/A
"June 1, 2017",Tennessee,Arlington,"12000 block of S Fork",1,0,N/A
"May 31, 2017",Kansas,Topeka,"715 SW 16th Ave",1,0,N/A
"May 30, 2017",Oklahoma,Chickasha,"1214 W Chickasha Ave",1,0,N/A
"May 27, 2017",Texas,Jefferson,"SR 134",1,1,N/A
"May 26, 2017",Arkansas,"West Helena","257 N Baringo St",1,0,N/A
"May 26, 2017",Louisiana,"New Orleans","3400 block of Esplanade Avenue",1,0,N/A
"May 24, 2017",Illinois,Springfield,"200 block of East Scarritt Street",1,0,N/A
"May 24, 2017","South Carolina",Sumter,"Miller Road",1,0,N/A
"May 21, 2017",Wisconsin,Ontario,"Pisgah Road",1,0,N/A
"May 21, 2017",Virginia,Norfolk,"1300 block of Lead Street",1,0,N/A
"May 21, 2017",Wisconsin,Appleton,"535 W. College Ave",1,1,N/A
"May 20, 2017",Connecticut,Waterbury,N/A,1,0,N/A
"May 20, 2017",Kentucky,Campbellsville,"Busy Baker Road",1,0,N/A
"May 20, 2017",Illinois,"Des Plaines","2106 David Drive",1,0,N/A
"May 18, 2017",Arkansas,Gillett,"Neals Ln",1,0,N/A
"May 15, 2017",Virginia,"Locust Grove","10438 Cecelia Lane",1,0,N/A
"May 15, 2017",Virginia,"Locust Grove","Mine Run Rd",1,0,N/A
"May 13, 2017",Tennessee,Memphis,"Covington Pike",1,0,N/A
